Province,Province_Code,City,City_Code,Region,Region_Code,ProductName,ProductName_Code,OrderNum
浙江,33,杭州市,190,江干区,2025,天王卡,5,553
浙江,33,湖州市,194,安吉县,2077,腾讯大王卡,1,72
浙江,33,杭州市,190,萧山区,2029,腾讯大王卡,1,9920
浙江,33,杭州市,190,滨江区,2028,腾讯大王卡,1,3723
浙江,33,杭州市,190,余杭区,2030,腾讯大王卡,1,10055
浙江,33,杭州市,190,上城区,2023,腾讯地王卡,4,138
浙江,33,杭州市,190,江干区,2025,腾讯大王卡,1,8356
浙江,33,杭州市,190,下城区,2024,腾讯亲情卡,6,150
浙江,33,杭州市,190,上城区,2023,腾讯大王卡,1,2043
浙江,33,杭州市,190,桐庐县,2031,大王超级会员卡,2,165
浙江,33,杭州市,190,桐庐县,2031,腾讯大王卡,1,1043
浙江,33,杭州市,190,西湖区,2027,天王卡,5,318
浙江,33,杭州市,190,淳安县,2032,腾讯大王卡,1,413
浙江,33,杭州市,190,富阳市,2034,腾讯大王卡,1,2358
浙江,33,绍兴市,195,越城区,2080,腾讯大王卡,1,104
浙江,33,杭州市,190,余杭区,2030,腾讯地王卡,4,663
浙江,33,杭州市,190,临安市,2035,大王超级会员卡,2,238
浙江,33,杭州市,190,临安市,2035,腾讯大王卡,1,1188
浙江,33,杭州市,190,西湖区,2027,大王超级会员卡,2,603
浙江,33,杭州市,190,江干区,2025,腾讯亲情卡,6,578
浙江,33,湖州市,194,安吉县,2077,大王超级会员卡,2,17
浙江,33,杭州市,190,拱墅区,2026,大王超级会员卡,2,356
浙江,33,杭州市,190,上城区,2023,大王超级会员卡,2,211
浙江,33,衢州市,197,龙游县,2103,大王超级会员卡,2,6
浙江,33,台州市,199,三门县,2117,天王卡,5,1
浙江,33,宁波市,191,江北区,2040,腾讯亲情卡,6,7
浙江,33,台州市,199,临海市,4538,腾讯大王卡,1,34
浙江,33,杭州市,190,拱墅区,2026,天王卡,5,180
浙江,33,杭州市,190,余杭区,2030,腾讯亲情卡,6,806
浙江,33,杭州市,190,江干区,2025,大王超级会员卡,2,1128
浙江,33,杭州市,190,西湖区,2027,腾讯大王卡,1,5028
浙江,33,杭州市,190,拱墅区,2026,腾讯大王卡,1,2546
浙江,33,杭州市,190,萧山区,2029,腾讯亲情卡,6,795
浙江,33,杭州市,190,拱墅区,2026,腾讯地王卡,4,161
浙江,33,宁波市,191,鄞州区,2043,大王超级会员卡,2,23
浙江,33,杭州市,190,余杭区,2030,大王超级会员卡,2,1482
浙江,33,杭州市,190,萧山区,2029,大王超级会员卡,2,1532
浙江,33,杭州市,190,余杭区,2030,天王卡,5,597
浙江,33,宁波市,191,海曙区,2038,大王超级会员卡,2,12
浙江,33,杭州市,190,西湖区,2027,腾讯亲情卡,6,399
浙江,33,丽水市,481,青田县,4536,腾讯亲情卡,6,3
浙江,33,绍兴市,195,绍兴县,2081,腾讯大王卡,1,163
浙江,33,宁波市,191,镇海区,2042,大王超级会员卡,2,6
浙江,33,湖州市,194,德清县,2075,大王超级会员卡,2,26
浙江,33,杭州市,190,建德市,2033,腾讯大王卡,1,559
浙江,33,杭州市,190,临安市,2035,腾讯亲情卡,6,65
浙江,33,温州市,192,鹿城区,2051,天王卡,5,3
浙江,33,杭州市,190,下城区,2024,腾讯大王卡,1,2049
浙江,33,金华市,196,婺城区,2088,大王超级会员卡,2,11
浙江,33,温州市,192,瓯海区,2053,腾讯大王卡,1,28
浙江,33,温州市,192,瑞安市,2060,大王超级会员卡,2,12
浙江,33,杭州市,190,滨江区,2028,腾讯地王卡,4,292
浙江,33,杭州市,190,萧山区,2029,天王卡,5,576
浙江,33,宁波市,191,鄞州区,2043,天王卡,5,7
浙江,33,嘉兴市,193,海宁市,2068,腾讯大王卡,1,442
浙江,33,杭州市,190,临安市,2035,腾讯地王卡,4,71
浙江,33,舟山市,198,定海区,2107,腾讯大王卡,1,17
浙江,33,杭州市,190,滨江区,2028,腾讯亲情卡,6,301
浙江,33,杭州市,190,富阳市,2034,腾讯地王卡,4,114
浙江,33,绍兴市,195,诸暨市,2083,腾讯大王卡,1,142
浙江,33,绍兴市,195,诸暨市,2083,天王卡,5,5
浙江,33,杭州市,190,桐庐县,2031,腾讯地王卡,4,52
浙江,33,杭州市,190,滨江区,2028,大王超级会员卡,2,448
浙江,33,绍兴市,195,绍兴县,2081,大王超级会员卡,2,29
浙江,33,金华市,196,义乌市,2094,大王超级会员卡,2,46
浙江,33,杭州市,190,江干区,2025,腾讯地王卡,4,581
浙江,33,湖州市,194,南浔区,2074,腾讯大王卡,1,29
浙江,33,嘉兴市,193,桐乡市,2070,天王卡,5,12
浙江,33,杭州市,190,富阳市,2034,大王超级会员卡,2,434
浙江,33,温州市,192,龙湾区,2052,腾讯大王卡,1,25
浙江,33,金华市,196,婺城区,2088,腾讯大王卡,1,56
浙江,33,金华市,196,东阳市,2095,腾讯亲情卡,6,8
浙江,33,杭州市,190,下城区,2024,天王卡,5,156
浙江,33,湖州市,194,德清县,2075,腾讯大王卡,1,131
浙江,33,杭州市,190,建德市,2033,大王超级会员卡,2,158
浙江,33,温州市,192,鹿城区,2051,腾讯大王卡,1,29
浙江,33,金华市,196,义乌市,2094,腾讯大王卡,1,184
浙江,33,金华市,196,义乌市,2094,天王卡,5,21
浙江,33,宁波市,191,慈溪市,2047,腾讯大王卡,1,78
浙江,33,杭州市,190,西湖区,2027,腾讯地王卡,4,365
浙江,33,嘉兴市,193,海宁市,2068,大王超级会员卡,2,76
浙江,33,金华市,196,兰溪市,2093,腾讯大王卡,1,16
浙江,33,绍兴市,195,诸暨市,2083,腾讯亲情卡,6,21
浙江,33,湖州市,194,吴兴区,2073,天王卡,5,5
浙江,33,金华市,196,东阳市,2095,大王超级会员卡,2,15
浙江,33,宁波市,191,余姚市,2046,大王超级会员卡,2,25
浙江,33,金华市,196,永康市,2096,大王超级会员卡,2,17
浙江,33,台州市,199,黄岩区,2114,腾讯大王卡,1,17
浙江,33,杭州市,190,下城区,2024,腾讯地王卡,4,157
浙江,33,嘉兴市,193,桐乡市,2070,腾讯亲情卡,6,15
浙江,33,嘉兴市,193,嘉善县,2066,腾讯大王卡,1,32
浙江,33,绍兴市,195,越城区,2080,天王卡,5,8
浙江,33,温州市,192,乐清市,2061,腾讯大王卡,1,35
浙江,33,湖州市,194,吴兴区,2073,腾讯大王卡,1,112
浙江,33,杭州市,190,拱墅区,2026,腾讯亲情卡,6,211
浙江,33,杭州市,190,萧山区,2029,腾讯地王卡,4,614
浙江,33,台州市,199,玉环县,2116,大王超级会员卡,2,8
浙江,33,杭州市,190,滨江区,2028,天王卡,5,251
浙江,33,杭州市,190,桐庐县,2031,天王卡,5,42
浙江,33,宁波市,191,鄞州区,2043,腾讯大王卡,1,47
浙江,33,金华市,196,永康市,2096,腾讯大王卡,1,37
浙江,33,杭州市,190,下城区,2024,大王超级会员卡,2,289
浙江,33,嘉兴市,193,秀洲区,2065,腾讯大王卡,1,34
浙江,33,台州市,199,路桥区,2115,大王超级会员卡,2,5
浙江,33,嘉兴市,193,海宁市,2068,腾讯地王卡,4,22
浙江,33,宁波市,191,慈溪市,2047,大王超级会员卡,2,36
浙江,33,杭州市,190,上城区,2023,天王卡,5,111
浙江,33,嘉兴市,193,桐乡市,2070,腾讯大王卡,1,108
浙江,33,衢州市,197,龙游县,2103,腾讯大王卡,1,16
浙江,33,温州市,192,泰顺县,2059,腾讯大王卡,1,1
浙江,33,金华市,196,义乌市,2094,腾讯地王卡,4,13
浙江,33,衢州市,197,龙游县,2103,腾讯亲情卡,6,3
浙江,33,湖州市,194,吴兴区,2073,腾讯亲情卡,6,15
浙江,33,金华市,196,东阳市,2095,腾讯地王卡,4,2
浙江,33,丽水市,481,青田县,4536,腾讯大王卡,1,7
浙江,33,嘉兴市,193,南湖区,4539,腾讯大王卡,1,44
浙江,33,台州市,199,仙居县,2119,腾讯大王卡,1,12
浙江,33,嘉兴市,193,南湖区,4539,大王超级会员卡,2,5
浙江,33,温州市,192,瓯海区,2053,腾讯地王卡,4,3
浙江,33,台州市,199,温岭市,2120,大王超级会员卡,2,20
浙江,33,宁波市,191,余姚市,2046,腾讯大王卡,1,36
浙江,33,温州市,192,龙湾区,2052,大王超级会员卡,2,15
浙江,33,台州市,199,温岭市,2120,腾讯大王卡,1,46
浙江,33,台州市,199,临海市,4538,天王卡,5,3
浙江,33,绍兴市,195,绍兴县,2081,腾讯地王卡,4,17
浙江,33,湖州市,194,长兴县,2076,大王超级会员卡,2,13
浙江,33,温州市,192,永嘉县,2055,腾讯大王卡,1,13
浙江,33,绍兴市,195,诸暨市,2083,大王超级会员卡,2,55
浙江,33,绍兴市,195,嵊州市,2085,腾讯大王卡,1,38
浙江,33,嘉兴市,193,平湖市,2069,腾讯大王卡,1,31
浙江,33,杭州市,190,富阳市,2034,天王卡,5,119
浙江,33,宁波市,191,海曙区,2038,腾讯大王卡,1,38
浙江,33,温州市,192,鹿城区,2051,大王超级会员卡,2,9
浙江,33,嘉兴市,193,秀洲区,2065,大王超级会员卡,2,11
浙江,33,杭州市,190,淳安县,2032,腾讯亲情卡,6,19
浙江,33,舟山市,198,普陀区,2108,大王超级会员卡,2,5
浙江,33,杭州市,190,淳安县,2032,天王卡,5,22
浙江,33,丽水市,481,缙云县,4533,大王超级会员卡,2,5
浙江,33,台州市,199,玉环县,2116,腾讯大王卡,1,19
浙江,33,杭州市,190,上城区,2023,腾讯亲情卡,6,106
浙江,33,杭州市,190,临安市,2035,天王卡,5,57
浙江,33,温州市,192,瑞安市,2060,腾讯大王卡,1,26
浙江,33,温州市,192,瓯海区,2053,大王超级会员卡,2,12
浙江,33,衢州市,197,柯城区,2099,大王超级会员卡,2,8
浙江,33,丽水市,481,莲都区,4534,腾讯大王卡,1,21
浙江,33,宁波市,191,北仑区,2041,腾讯大王卡,1,28
浙江,33,宁波市,191,象山县,2044,大王超级会员卡,2,3
浙江,33,舟山市,198,普陀区,2108,腾讯大王卡,1,9
浙江,33,台州市,199,温岭市,2120,腾讯地王卡,4,2
浙江,33,宁波市,191,象山县,2044,腾讯亲情卡,6,9
浙江,33,温州市,192,永嘉县,2055,大王超级会员卡,2,9
浙江,33,绍兴市,195,上虞市,2084,腾讯大王卡,1,60
浙江,33,台州市,199,路桥区,2115,腾讯亲情卡,6,4
浙江,33,湖州市,194,安吉县,2077,天王卡,5,3
浙江,33,湖州市,194,长兴县,2076,腾讯大王卡,1,56
浙江,33,绍兴市,195,越城区,2080,大王超级会员卡,2,18
浙江,33,杭州市,190,富阳市,2034,腾讯亲情卡,6,123
浙江,33,杭州市,190,萧山区,2029,腾讯大王卡回归,3,7
浙江,33,嘉兴市,193,秀洲区,2065,腾讯亲情卡,6,9
浙江,33,温州市,192,苍南县,2057,腾讯大王卡,1,17
浙江,33,宁波市,191,镇海区,2042,腾讯大王卡,1,19
浙江,33,杭州市,190,淳安县,2032,大王超级会员卡,2,85
浙江,33,宁波市,191,宁海县,2045,腾讯地王卡,4,2
浙江,33,嘉兴市,193,海盐县,2067,腾讯大王卡,1,17
浙江,33,金华市,196,东阳市,2095,腾讯大王卡,1,49
浙江,33,宁波市,191,奉化市,2048,腾讯大王卡,1,10
浙江,33,舟山市,198,定海区,2107,大王超级会员卡,2,3
浙江,33,杭州市,190,建德市,2033,天王卡,5,29
浙江,33,嘉兴市,193,桐乡市,2070,大王超级会员卡,2,17
浙江,33,绍兴市,195,新昌县,2082,腾讯大王卡,1,19
浙江,33,嘉兴市,193,嘉善县,2066,大王超级会员卡,2,9
浙江,33,嘉兴市,193,海宁市,2068,天王卡,5,34
浙江,33,湖州市,194,南浔区,2074,大王超级会员卡,2,5
浙江,33,衢州市,197,衢江区,2100,大王超级会员卡,2,3
浙江,33,绍兴市,195,上虞市,2084,大王超级会员卡,2,13
浙江,33,台州市,199,椒江区,2113,腾讯亲情卡,6,10
浙江,33,宁波市,191,海曙区,2038,腾讯亲情卡,6,11
浙江,33,宁波市,191,象山县,2044,腾讯大王卡,1,16
浙江,33,金华市,196,浦江县,2091,大王超级会员卡,2,12
浙江,33,衢州市,197,常山县,2101,大王超级会员卡,2,2
浙江,33,湖州市,194,吴兴区,2073,大王超级会员卡,2,12
浙江,33,湖州市,194,南浔区,2074,腾讯亲情卡,6,4
浙江,33,台州市,199,黄岩区,2114,大王超级会员卡,2,9
浙江,33,嘉兴市,193,平湖市,2069,大王超级会员卡,2,9
浙江,33,台州市,199,三门县,2117,腾讯大王卡,1,8
浙江,33,杭州市,190,西湖区,2027,腾讯大王卡回归,3,1
浙江,33,温州市,192,鹿城区,2051,腾讯地王卡,4,3
浙江,33,丽水市,481,云和县,4529,大王超级会员卡,2,2
浙江,33,杭州市,190,建德市,2033,腾讯地王卡,4,29
浙江,33,嘉兴市,193,桐乡市,2070,腾讯地王卡,4,7
浙江,33,金华市,196,浦江县,2091,腾讯大王卡,1,34
浙江,33,杭州市,190,建德市,2033,腾讯亲情卡,6,32
浙江,33,台州市,199,椒江区,2113,腾讯大王卡,1,33
浙江,33,绍兴市,195,嵊州市,2085,大王超级会员卡,2,5
浙江,33,衢州市,197,江山市,2104,腾讯大王卡,1,12
浙江,33,金华市,196,兰溪市,2093,天王卡,5,2
浙江,33,温州市,192,乐清市,2061,大王超级会员卡,2,15
浙江,33,绍兴市,195,诸暨市,2083,腾讯地王卡,4,12
浙江,33,宁波市,191,江北区,2040,腾讯大王卡,1,21
浙江,33,温州市,192,鹿城区,2051,腾讯亲情卡,6,9
浙江,33,杭州市,190,桐庐县,2031,腾讯亲情卡,6,67
浙江,33,丽水市,481,缙云县,4533,腾讯大王卡,1,13
浙江,33,嘉兴市,193,南湖区,4539,腾讯亲情卡,6,19
浙江,33,台州市,199,天台县,2118,腾讯大王卡,1,14
浙江,33,金华市,196,兰溪市,2093,大王超级会员卡,2,1
浙江,33,宁波市,191,奉化市,2048,大王超级会员卡,2,6
浙江,33,丽水市,481,遂昌县,4535,大王超级会员卡,2,2
浙江,33,宁波市,191,镇海区,2042,天王卡,5,2
浙江,33,嘉兴市,193,海宁市,2068,腾讯亲情卡,6,61
浙江,33,台州市,199,温岭市,2120,腾讯亲情卡,6,10
浙江,33,宁波市,191,江北区,2040,腾讯地王卡,4,3
浙江,33,舟山市,198,普陀区,2108,腾讯地王卡,4,2
浙江,33,温州市,192,平阳县,2056,腾讯亲情卡,6,2
浙江,33,温州市,192,乐清市,2061,腾讯亲情卡,6,10
浙江,33,绍兴市,195,绍兴县,2081,腾讯亲情卡,6,22
浙江,33,湖州市,194,长兴县,2076,天王卡,5,3
浙江,33,杭州市,190,余杭区,2030,腾讯大王卡回归,3,3
浙江,33,湖州市,194,吴兴区,2073,腾讯地王卡,4,3
浙江,33,宁波市,191,江北区,2040,大王超级会员卡,2,6
浙江,33,台州市,199,仙居县,2119,大王超级会员卡,2,2
浙江,33,绍兴市,195,绍兴县,2081,天王卡,5,10
浙江,33,嘉兴市,193,南湖区,4539,天王卡,5,6
浙江,33,衢州市,197,柯城区,2099,腾讯大王卡,1,30
浙江,33,嘉兴市,193,嘉善县,2066,腾讯地王卡,4,2
浙江,33,宁波市,191,鄞州区,2043,腾讯地王卡,4,6
浙江,33,温州市,192,龙湾区,2052,腾讯亲情卡,6,3
浙江,33,温州市,192,苍南县,2057,大王超级会员卡,2,11
浙江,33,衢州市,197,开化县,2102,腾讯大王卡,1,14
浙江,33,温州市,192,平阳县,2056,大王超级会员卡,2,2
浙江,33,绍兴市,195,越城区,2080,腾讯地王卡,4,9
浙江,33,金华市,196,永康市,2096,腾讯地王卡,4,4
浙江,33,绍兴市,195,上虞市,2084,腾讯地王卡,4,5
浙江,33,湖州市,194,德清县,2075,腾讯亲情卡,6,25
浙江,33,丽水市,481,遂昌县,4535,腾讯大王卡,1,11
浙江,33,台州市,199,路桥区,2115,腾讯大王卡,1,16
浙江,33,金华市,196,武义县,2090,腾讯大王卡,1,16
浙江,33,温州市,192,泰顺县,2059,大王超级会员卡,2,2
浙江,33,舟山市,198,岱山县,2109,腾讯大王卡,1,9
浙江,33,温州市,192,苍南县,2057,腾讯亲情卡,6,6
浙江,33,宁波市,191,镇海区,2042,腾讯地王卡,4,3
浙江,33,丽水市,481,莲都区,4534,腾讯地王卡,4,2
浙江,33,台州市,199,临海市,4538,大王超级会员卡,2,9
浙江,33,宁波市,191,余姚市,2046,腾讯亲情卡,6,11
浙江,33,宁波市,191,江东区,2039,腾讯大王卡,1,4
浙江,33,金华市,196,金东区,2089,腾讯大王卡,1,16
浙江,33,湖州市,194,安吉县,2077,腾讯地王卡,4,2
浙江,33,丽水市,481,莲都区,4534,天王卡,5,2
浙江,33,台州市,199,临海市,4538,腾讯地王卡,4,5
浙江,33,金华市,196,金东区,2089,腾讯地王卡,4,4
浙江,33,金华市,196,磐安县,2092,腾讯大王卡,1,4
浙江,33,宁波市,191,奉化市,2048,天王卡,5,3
浙江,33,宁波市,191,宁海县,2045,腾讯大王卡,1,23
浙江,33,宁波市,191,江东区,2039,腾讯地王卡,4,2
浙江,33,温州市,192,瑞安市,2060,天王卡,5,4
浙江,33,丽水市,481,云和县,4529,腾讯大王卡,1,3
浙江,33,宁波市,191,慈溪市,2047,天王卡,5,5
浙江,33,嘉兴市,193,海盐县,2067,大王超级会员卡,2,3
浙江,33,衢州市,197,江山市,2104,大王超级会员卡,2,3
浙江,33,嘉兴市,193,南湖区,4539,腾讯地王卡,4,10
浙江,33,舟山市,198,岱山县,2109,大王超级会员卡,2,4
浙江,33,温州市,192,平阳县,2056,腾讯大王卡,1,15
浙江,33,台州市,199,椒江区,2113,腾讯地王卡,4,1
浙江,33,温州市,192,文成县,2058,腾讯大王卡,1,7
浙江,33,宁波市,191,北仑区,2041,腾讯地王卡,4,1
浙江,33,金华市,196,东阳市,2095,天王卡,5,7
浙江,33,金华市,196,金东区,2089,大王超级会员卡,2,5
浙江,33,宁波市,191,宁海县,2045,大王超级会员卡,2,9
浙江,33,绍兴市,195,上虞市,2084,天王卡,5,3
浙江,33,杭州市,190,滨江区,2028,腾讯大王卡回归,3,1
浙江,33,宁波市,191,海曙区,2038,天王卡,5,3
浙江,33,宁波市,191,慈溪市,2047,腾讯地王卡,4,4
浙江,33,绍兴市,195,嵊州市,2085,天王卡,5,4
浙江,33,台州市,199,椒江区,2113,大王超级会员卡,2,4
浙江,33,丽水市,481,龙泉市,4537,天王卡,5,1
浙江,33,绍兴市,195,嵊州市,2085,腾讯亲情卡,6,4
浙江,33,衢州市,197,常山县,2101,腾讯大王卡,1,11
浙江,33,宁波市,191,奉化市,2048,腾讯地王卡,4,2
浙江,33,舟山市,198,岱山县,2109,腾讯亲情卡,6,3
浙江,33,温州市,192,瑞安市,2060,腾讯地王卡,4,2
浙江,33,绍兴市,195,新昌县,2082,天王卡,5,3
浙江,33,杭州市,190,-1,-1,腾讯大王卡,1,637
浙江,33,杭州市,190,-1,-1,天王卡,5,32
浙江,33,杭州市,190,-1,-1,腾讯地王卡,4,21
浙江,33,金华市,196,义乌市,2094,腾讯亲情卡,6,35
浙江,33,丽水市,481,遂昌县,4535,天王卡,5,1
浙江,33,丽水市,481,庆元县,4530,腾讯大王卡,1,5
浙江,33,杭州市,190,拱墅区,2026,腾讯大王卡回归,3,1
浙江,33,宁波市,191,北仑区,2041,大王超级会员卡,2,9
浙江,33,宁波市,191,海曙区,2038,腾讯地王卡,4,2
浙江,33,台州市,199,天台县,2118,大王超级会员卡,2,1
浙江,33,绍兴市,195,新昌县,2082,腾讯亲情卡,6,5
浙江,33,衢州市,197,衢江区,2100,腾讯大王卡,1,8
浙江,33,湖州市,194,安吉县,2077,腾讯亲情卡,6,6
浙江,33,湖州市,194,南浔区,2074,腾讯地王卡,4,1
浙江,33,湖州市,194,南浔区,2074,天王卡,5,3
浙江,33,衢州市,197,江山市,2104,腾讯亲情卡,6,6
浙江,33,嘉兴市,193,平湖市,2069,天王卡,5,4
浙江,33,丽水市,481,龙泉市,4537,腾讯大王卡,1,5
浙江,33,湖州市,194,长兴县,2076,腾讯地王卡,4,4
浙江,33,宁波市,191,鄞州区,2043,腾讯亲情卡,6,14
浙江,33,金华市,196,永康市,2096,天王卡,5,2
浙江,33,丽水市,481,松阳县,4532,腾讯大王卡,1,2
浙江,33,宁波市,191,余姚市,2046,腾讯地王卡,4,2
浙江,33,丽水市,481,景宁畲族自治县,4531,腾讯大王卡,1,2
浙江,33,金华市,196,武义县,2090,大王超级会员卡,2,3
浙江,33,湖州市,194,德清县,2075,腾讯地王卡,4,9
浙江,33,金华市,196,婺城区,2088,腾讯地王卡,4,2
浙江,33,湖州市,194,德清县,2075,天王卡,5,7
浙江,33,杭州市,190,淳安县,2032,腾讯地王卡,4,12
浙江,33,舟山市,198,定海区,2107,天王卡,5,1
浙江,33,金华市,196,婺城区,2088,天王卡,5,2
浙江,33,舟山市,198,定海区,2107,腾讯地王卡,4,3
浙江,33,温州市,192,苍南县,2057,天王卡,5,2
浙江,33,台州市,199,仙居县,2119,腾讯地王卡,4,1
浙江,33,金华市,196,永康市,2096,腾讯亲情卡,6,12
浙江,33,杭州市,190,上城区,2023,腾讯大王卡回归,3,1
浙江,33,宁波市,191,江北区,2040,天王卡,5,1
浙江,33,衢州市,197,龙游县,2103,天王卡,5,1
浙江,33,嘉兴市,193,海盐县,2067,天王卡,5,3
浙江,33,温州市,192,泰顺县,2059,腾讯地王卡,4,1
浙江,33,台州市,199,三门县,2117,腾讯地王卡,4,2
浙江,33,衢州市,197,江山市,2104,天王卡,5,1
浙江,33,宁波市,191,北仑区,2041,腾讯亲情卡,6,6
浙江,33,台州市,199,温岭市,2120,天王卡,5,3
浙江,33,杭州市,190,江干区,2025,腾讯大王卡回归,3,1
浙江,33,温州市,192,永嘉县,2055,腾讯地王卡,4,2
浙江,33,台州市,199,三门县,2117,腾讯亲情卡,6,3
浙江,33,嘉兴市,193,嘉善县,2066,天王卡,5,4
浙江,33,金华市,196,婺城区,2088,腾讯亲情卡,6,5
浙江,33,温州市,192,泰顺县,2059,天王卡,5,1
浙江,33,湖州市,194,长兴县,2076,腾讯亲情卡,6,5
浙江,33,宁波市,191,慈溪市,2047,腾讯亲情卡,6,24
浙江,33,丽水市,481,松阳县,4532,大王超级会员卡,2,2
浙江,33,衢州市,197,开化县,2102,大王超级会员卡,2,2
浙江,33,温州市,192,瑞安市,2060,腾讯亲情卡,6,7
浙江,33,衢州市,197,开化县,2102,腾讯地王卡,4,2
浙江,33,金华市,196,兰溪市,2093,腾讯亲情卡,6,4
浙江,33,嘉兴市,193,嘉善县,2066,腾讯亲情卡,6,9
浙江,33,宁波市,191,慈溪市,2047,腾讯大王卡回归,3,1
浙江,33,台州市,199,玉环县,2116,腾讯地王卡,4,1
浙江,33,嘉兴市,193,平湖市,2069,腾讯亲情卡,6,11
浙江,33,绍兴市,195,上虞市,2084,腾讯亲情卡,6,5
浙江,33,台州市,199,天台县,2118,腾讯地王卡,4,4
浙江,33,绍兴市,195,越城区,2080,腾讯亲情卡,6,12
浙江,33,宁波市,191,镇海区,2042,腾讯亲情卡,6,2
浙江,33,舟山市,198,嵊泗县,2110,腾讯大王卡,1,2
浙江,33,温州市,192,永嘉县,2055,天王卡,5,1
浙江,33,金华市,196,武义县,2090,腾讯亲情卡,6,6
浙江,33,衢州市,197,柯城区,2099,腾讯地王卡,4,5
浙江,33,宁波市,191,北仑区,2041,天王卡,5,1
浙江,33,丽水市,481,青田县,4536,腾讯地王卡,4,1
浙江,33,衢州市,197,常山县,2101,腾讯亲情卡,6,1
浙江,33,台州市,199,天台县,2118,腾讯亲情卡,6,1
浙江,33,杭州市,190,桐庐县,2031,腾讯大王卡回归,3,1
浙江,33,金华市,196,浦江县,2091,腾讯地王卡,4,1
浙江,33,金华市,196,浦江县,2091,腾讯亲情卡,6,2
浙江,33,丽水市,481,缙云县,4533,腾讯亲情卡,6,2
浙江,33,台州市,199,临海市,4538,腾讯亲情卡,6,2
浙江,33,宁波市,191,宁海县,2045,天王卡,5,1
浙江,33,温州市,192,瓯海区,2053,腾讯亲情卡,6,5
浙江,33,温州市,192,苍南县,2057,腾讯地王卡,4,1
浙江,33,杭州市,190,下城区,2024,腾讯大王卡回归,3,1
浙江,33,宁波市,191,宁海县,2045,腾讯亲情卡,6,1
浙江,33,台州市,199,椒江区,2113,天王卡,5,1
浙江,33,温州市,192,瓯海区,2053,天王卡,5,1
浙江,33,丽水市,481,松阳县,4532,腾讯亲情卡,6,1
浙江,33,衢州市,197,衢江区,2100,天王卡,5,1
浙江,33,衢州市,197,常山县,2101,腾讯地王卡,4,1
浙江,33,丽水市,481,龙泉市,4537,腾讯地王卡,4,1
浙江,33,衢州市,197,衢江区,2100,腾讯地王卡,4,1
浙江,33,衢州市,197,衢江区,2100,腾讯亲情卡,6,1
浙江,33,台州市,199,黄岩区,2114,腾讯地王卡,4,2
浙江,33,衢州市,197,龙游县,2103,腾讯地王卡,4,2
浙江,33,台州市,199,仙居县,2119,腾讯亲情卡,6,2
浙江,33,丽水市,481,莲都区,4534,腾讯亲情卡,6,5
浙江,33,绍兴市,195,新昌县,2082,腾讯地王卡,4,1
浙江,33,杭州市,190,海宁市,4541,大王超级会员卡,2,1
浙江,33,舟山市,198,定海区,2107,腾讯亲情卡,6,3
浙江,33,舟山市,198,岱山县,2109,天王卡,5,1
浙江,33,温州市,192,龙湾区,2052,腾讯地王卡,4,1
浙江,33,宁波市,191,江东区,2039,腾讯亲情卡,6,1
浙江,33,嘉兴市,193,海宁市,2068,腾讯大王卡回归,3,1
浙江,33,台州市,199,玉环县,2116,腾讯亲情卡,6,2
浙江,33,衢州市,197,开化县,2102,天王卡,5,1
浙江,33,金华市,196,浦江县,2091,天王卡,5,1
浙江,33,丽水市,481,莲都区,4534,大王超级会员卡,2,1
浙江,33,金华市,196,磐安县,2092,腾讯亲情卡,6,1
浙江,33,丽水市,481,龙泉市,4537,腾讯亲情卡,6,2
浙江,33,温州市,192,洞头县,2054,腾讯亲情卡,6,1
浙江,33,舟山市,198,普陀区,2108,腾讯亲情卡,6,1
浙江,33,台州市,199,黄岩区,2114,腾讯亲情卡,6,1
浙江,33,嘉兴市,193,海盐县,2067,腾讯亲情卡,6,2
浙江,33,台州市,199,黄岩区,2114,天王卡,5,2
浙江,33,金华市,196,金东区,2089,腾讯亲情卡,6,1
浙江,33,嘉兴市,193,平湖市,2069,腾讯地王卡,4,1
浙江,33,丽水市,481,青田县,4536,大王超级会员卡,2,1
浙江,33,嘉兴市,193,秀洲区,2065,天王卡,5,1
浙江,33,金华市,196,金东区,2089,天王卡,5,1
浙江,33,温州市,192,乐清市,2061,腾讯地王卡,4,1
浙江,33,衢州市,197,柯城区,2099,腾讯亲情卡,6,1
浙江,33,绍兴市,195,嵊州市,2085,腾讯地王卡,4,1
浙江,33,杭州市,190,海宁市,4541,腾讯大王卡,1,1
浙江,33,温州市,192,洞头县,2054,腾讯地王卡,4,1
浙江,33,衢州市,197,开化县,2102,腾讯亲情卡,6,1
